"She spoke at a <b>public</b> meeting.","彼女は<b>公開</b>の会合で話した。"
"We need <b>public</b> support.","<b>公衆</b>の支持が必要だ。"
"The <b>public</b> was informed of the plan.","<b>公衆</b>に計画が知らされた。"

"This is a <b>common</b> mistake.","これは<b>よくある</b>間違いだ。"
"We share <b>common</b> goals.","私たちは<b>共通</b>の目標を共有している。"
"He is a <b>common</b> man.","彼は<b>普通</b>の人だ。"
"These plants are <b>common</b> in forests.","これらの植物は森では<b>一般</b>的だ。"

"I'm <b>certain</b> this is correct.","これが正しいと<b>確信</b>している。"
"A <b>certain</b> number of people left.","<b>ある</b>人数が帰った。"
"She has a <b>certain</b> charm.","彼女には<b>ある</b>特別な魅力がある。"
"Within a <b>certain</b> range, it works.","<b>一定</b>の範囲内でそれは機能する。"

"The two are <b>similar</b> but not the same.","その2つは<b>似て</b>いるが同じではない。"
"We found <b>similar</b> results across studies.","研究間で<b>類似</b>の結果が見つかった。"
"They live in <b>similar</b> conditions.","彼らは<b>同様</b>の環境に住んでいる。"
"This shape is <b>similar</b> to a circle.","この形は円に<b>似て</b>いる。"

"The <b>recent</b> report shows progress.","<b>最近</b>の報告は進展を示している。"
"I've been busy <b>recently</b>.","<b>最近</b>忙しい。"
"This is a <b>recent</b> trend.","これは<b>最近</b>の傾向だ。"
"She moved here <b>recently</b>.","彼女は<b>最近</b>ここに引っ越した。"

"He is a <b>major</b> figure in science.","彼は科学界の<b>主要</b>人物だ。"
"The <b>major</b> issue is timing.","<b>主要</b>な問題はタイミングだ。"
"My <b>major</b> was economics.","私の<b>専攻</b>は経済学だった。"
"They played in C <b>major</b>.","彼らはC<b>長調</b>で演奏した。"

"She is a very <b>patient</b> teacher.","彼女はとても<b>忍耐強い</b>教師だ。"
"Please be <b>patient</b> and wait.","<b>辛抱強く</b>待ってください。"
"The doctor examined the <b>patient</b>.","医者は<b>患者</b>を診察した。"
"A <b>patient</b> approach works better.","<b>忍耐強い</b>やり方の方がうまくいく。"

"We need a <b>particular</b> tool.","<b>特定</b>の道具が必要だ。"
"She is very <b>particular</b> about details.","彼女は細部にとても<b>やかましい</b>。"
"A <b>particular</b> case was discussed.","<b>特別</b>な事例が議論された。"
"The <b>particular</b> risks are listed.","<b>特定</b>のリスクが列挙されている。"

"<b>Physical</b> exercise keeps you healthy.","<b>身体</b>の運動は健康を保つ。"
"This is a <b>physical</b> object.","これは<b>物質的</b>な対象だ。"
"We studied <b>physical</b> laws.","<b>物理学</b>の法則を学んだ。"
"He passed the <b>physical</b> exam.","彼は<b>身体</b>検査に合格した。"

"We tried <b>various</b> methods.","<b>さまざまな</b>方法を試した。"
"They offered <b>various</b> options.","彼らは<b>いくつかの</b>選択肢を提示した。"
"The box contains <b>various</b> tools.","その箱には<b>さまざまな</b>道具が入っている。"
"She has <b>various</b> interests.","彼女は<b>さまざまな</b>関心を持っている。"

"Is this seat <b>available</b>?","この席は<b>空いて</b>いますか。"
"The product is now <b>available</b> online.","その製品は今はオンラインで<b>利用</b>できる。"
"We will be <b>available</b> after 3 p.m.","午後3時以降に<b>手が空い</b>ている。"
"No <b>available</b> data was found.","<b>利用</b>できるデータは見つからなかった。"

"He is a <b>native</b> speaker of Spanish.","彼はスペイン語の<b>母語</b>話者だ。"
"This plant is <b>native</b> to Japan.","この植物は日本が<b>原産</b>だ。"
"She has <b>native</b> talent.","彼女は<b>生得</b>の才能がある。"
"We met the <b>native</b> people of the island.","島の<b>先住</b>民に会った。"

"He studies <b>political</b> science.","彼は<b>政治</b>学を研究している。"
"They discussed <b>political</b> reforms.","彼らは<b>政治</b>改革を議論した。"
"She avoids <b>political</b> topics.","彼女は<b>政治</b>的な話題を避ける。"
"This is a <b>political</b> decision.","これは<b>政治</b>的な決定だ。"

"The payment is <b>due</b> tomorrow.","支払いは明日が<b>期日</b>だ。"
"He arrived <b>due</b> at noon.","彼は正午に<b>予定</b>通り到着した。"
"She took a <b>due</b> rest.","彼女は<b>しかるべき</b>休息を取った。"
"The train is <b>due</b> in ten minutes.","列車は<b>到着予定</b>が10分後だ。"

"Please fill in the <b>blank</b>.","<b>空白</b>を埋めてください。"
"His face looked <b>blank</b>.","彼の顔は<b>無表情</b>だった。"
"The hall was <b>blank</b> and quiet.","そのホールは<b>がらん</b>として静かだった。"
"Leave a <b>blank</b> between paragraphs.","段落の間に<b>空白</b>を入れなさい。"

"We saw <b>ancient</b> ruins.","<b>古代</b>の遺跡を見た。"
"This tradition is <b>ancient</b>.","この伝統は<b>昔から</b>ある。"
"An <b>ancient</b> map was found.","<b>古代</b>の地図が見つかった。"
"He studies <b>ancient</b> history.","彼は<b>古代</b>史を研究している。"

"This answer is <b>correct</b>.","この答えは<b>正しい</b>。"
"Use the <b>correct</b> method.","<b>適切</b>な方法を使いなさい。"
"Please <b>correct</b> the errors.","誤りを<b>訂正</b>してください。"
"Her posture is <b>correct</b>.","彼女の姿勢は<b>適切</b>だ。"

"<b>Despite</b> the rain, we continued.","雨にも<b>かかわらず</b>続けた。"
"<b>Despite</b> his efforts, he failed.","彼の努力にも<b>かかわらず</b>失敗した。"
"We went out <b>despite</b> warnings.","警告にも<b>かかわらず</b>外出した。"
"<b>Despite</b> the noise, she slept well.","騒音にも<b>かかわらず</b>彼女はよく眠った。"

"I <b>noticed</b> a small error.","小さな誤りに<b>気づい</b>た。"
"Nobody <b>noticed</b> the change.","誰もその変化に<b>気づか</b>なかった。"
"Please <b>notice</b> the difference.","違いに<b>気づい</b>てください。"
"We posted a <b>notice</b> on the wall.","壁に<b>掲示</b>を貼った。"

"Please <b>refer</b> to page 10.","10ページを<b>参照</b>してください。"
"He <b>referred</b> to earlier studies.","彼は先行研究に<b>言及</b>した。"
"The code <b>refers</b> to this module.","そのコードはこのモジュールに<b>関連</b>する。"
"I was <b>referred</b> to a specialist.","私は専門医に<b>紹介</b>された。"

"We will <b>approach</b> the problem step by step.","問題に段階的に<b>取り組</b>む。"
"The train <b>approached</b> the station slowly.","列車はゆっくり駅に<b>近づい</b>た。"
"She took a new <b>approach</b> to teaching.","彼女は教育に新しい<b>取り組み</b>をとった。"
"I <b>approached</b> him for advice.","助言を求めて彼に<b>近づい</b>た。"

"I <b>wonder</b> if this will work.","これがうまくいくのか<b>かな</b>と思う。"
"Tourists <b>wonder</b> at the view.","観光客はその景色に<b>驚い</b>た。"
"No <b>wonder</b> he is tired.","彼が疲れているのも<b>不思議ではない</b>。"
"She <b>wondered</b> about the result.","彼女は結果について<b>不思議に思っ</b>た。"

"Can you <b>imagine</b> living on Mars?","火星で暮らすことを<b>想像</b>できますか。"
"I can't <b>imagine</b> that happening.","それが起こるとは<b>想像</b>できない。"
"She <b>imagined</b> a better future.","彼女はより良い未来を<b>想像</b>した。"
"He has a vivid <b>imagination</b>.","彼には鮮やかな<b>想像力</b>がある。"

"I <b>recognize</b> that face.","その顔を<b>識別</b>できる。"
"We must <b>recognize</b> his efforts.","彼の努力を<b>認め</b>なければならない。"
"She barely <b>recognized</b> me.","彼女はかろうじて私を<b>見分け</b>た。"
"He received official <b>recognition</b>.","彼は正式な<b>承認</b>を受けた。"

"Let's <b>solve</b> the puzzle together.","一緒にその<b>パズルを解</b>こう。"
"We <b>solved</b> the traffic problem.","交通の問題を<b>解決</b>した。"
"This equation is hard to <b>solve</b>.","この方程式は<b>解</b>くのが難しい。"
"She <b>solved</b> the mystery at last.","彼女はついにその謎を<b>解明</b>した。"
"Strange events <b>occur</b> during the festival.","祭りの間に奇妙な出来事が<b>起こ</b>る。"
"If any issue <b>occurs</b>, call support immediately.","問題が<b>発生</b>したらすぐにサポートへ連絡してください。"
"An idea suddenly <b>occurred</b> to me.","ふと考えが<b>心に浮か</b>んだ。"
"New species <b>occur</b> in this region.","新種がこの地域で<b>現れ</b>る。"

"They <b>argue</b> about budget every month.","彼らは毎月予算について<b>議論</b>する。"
"Scientists <b>argue</b> that the data is reliable.","科学者はそのデータが信頼できると<b>主張</b>する。"
"Stop <b>arguing</b> and find a solution.","<b>言い争い</b>をやめて解決策を見つけよう。"
"We can <b>argue</b> both sides fairly.","両方の立場を公平に<b>論じ</b>ることができる。"

"He <b>claims</b> to have seen a UFO.","彼はUFOを見たと<b>主張</b>している。"
"The company <b>claimed</b> damages.","その会社は損害賠償を<b>要求</b>した。"
"As he <b>claimed</b>, the results were accurate.","彼が<b>主張</b>した通り、結果は正確だった。"
"Please file a <b>claim</b> within 30 days.","30日以内に<b>請求</b>を提出してください。"

"She <b>expressed</b> her gratitude clearly.","彼女は感謝の気持ちをはっきり<b>表し</b>た。"
"How do you <b>express</b> this in English?","これを英語でどう<b>表現</b>しますか。"
"His face <b>expressed</b> disappointment.","彼の顔は失望を<b>表し</b>ていた。"
"Freedom of <b>expression</b> matters.","<b>表現</b>の自由は重要だ。"

"Please <b>draw</b> a simple chart.","簡単な図を<b>描いて</b>ください。"
"The program <b>drew</b> data from the database.","そのプログラムはデータベースからデータを<b>引き出</b>した。"
"We <b>drew</b> the curtain to block light.","明かりを遮るためカーテンを<b>引い</b>た。"
"As the deadline <b>drew</b> near, we worked fast.","締め切りが<b>近づ</b>くにつれて、私たちは急いで作業した。"

"Don't <b>waste</b> time on rumors.","うわさに時間を<b>無駄にし</b>ないで。"
"We <b>wasted</b> paper by printing twice.","二度印刷して用紙を<b>浪費</b>した。"
"The old factory sits on <b>waste</b> land.","古い工場は<b>荒れ地</b>に建っている。"
"He hates <b>wasting</b> energy.","彼はエネルギーを<b>無駄にする</b>のが嫌いだ。"

"We must <b>advance</b> the schedule by a week.","予定を1週間<b>前倒し</b>にしなければならない。"
"Human rights have <b>advanced</b> over decades.","人権は数十年で<b>進歩</b>してきた。"
"She made an <b>advance</b> payment.","彼女は<b>前払い</b>をした。"
"The army <b>advanced</b> toward the border.","軍は国境へ<b>進軍</b>した。"

"The news <b>spread</b> quickly online.","そのニュースはネットで素早く<b>広がっ</b>た。"
"Don't <b>spread</b> false information.","誤った情報を<b>広め</b>ないで。"
"We <b>spread</b> butter on the toast.","トーストにバターを<b>塗っ</b>た。"
"The fire <b>spread</b> to nearby houses.","火事は近くの家に<b>延焼</b>した。"

"We need to <b>prepare</b> for the audit.","監査に<b>備え</b>る必要がある。"
"She <b>prepared</b> dinner for her family.","彼女は家族のため夕食を<b>用意</b>した。"
"I will <b>prepare</b> the slides.","スライドを<b>準備</b>します。"
"They <b>prepared</b> for the exam for weeks.","彼らは数週間試験に<b>準備</b>した。"

"We <b>gained</b> new clients this quarter.","今期新しい顧客を<b>獲得</b>した。"
"She <b>gained</b> confidence through practice.","彼女は練習で自信を<b>得</b>た。"
"The stock has <b>gained</b> 10% this month.","その株は今月10％<b>上昇</b>した。"
"He <b>gained</b> weight after the holiday.","休暇後に体重が<b>増え</b>た。"

"We aim to <b>achieve</b> the target by June.","6月までに目標を<b>達成</b>することを目指す。"
"She finally <b>achieved</b> her dream.","彼女はついに夢を<b>成し遂げ</b>た。"
"High sales were <b>achieved</b> last year.","昨年は高い売上が<b>達成</b>された。"
"Teamwork helps us <b>achieve</b> more.","チームワークはより多くを<b>達成</b>する助けになる。"

"We will <b>establish</b> a new branch.","新しい支店を<b>設立</b>する。"
"The study <b>established</b> a clear link.","その研究は明確な関連を<b>確立</b>した。"
"He <b>established</b> trust with the client.","彼は顧客との信頼を<b>築い</b>た。"
"British rule was <b>established</b> in 1800.","英国の支配が1800年に<b>確立</b>された。"

"We <b>supply</b> parts to local factories.","私たちは地元工場に部品を<b>供給</b>する。"
"Emergency food was <b>supplied</b> to victims.","被災者に非常食が<b>配給</b>された。"
"The river <b>supplies</b> water to farms.","その川は農場に水を<b>供給</b>する。"
"Please check the <b>supply</b> list.","<b>供給</b>品目のリストを確認してください。"

"I <b>suppose</b> he is busy today.","今日は彼は忙しいと<b>思い</b>ます。"
"Let's <b>suppose</b> we had more time.","もっと時間があると<b>仮定</b>しましょう。"
"You are not <b>supposed</b> to park here.","ここに駐車してはいけないと<b>され</b>ている。"
"I <b>suppose</b> that's acceptable.","それで構わないと<b>思い</b>ます。"

"The group will <b>perform</b> three songs.","そのグループは3曲<b>演奏</b>する。"
"She <b>performed</b> the task perfectly.","彼女はその仕事を完璧に<b>遂行</b>した。"
"The device <b>performed</b> well in tests.","その装置はテストで良く<b>作動</b>した。"
"We <b>perform</b> maintenance monthly.","毎月保守を<b>行</b>う。"

"I <b>prefer</b> coffee to tea.","紅茶よりコーヒーのほうが<b>好み</b>だ。"
"She <b>prefers</b> working from home.","彼女は在宅勤務を<b>好む</b>。"
"Many <b>prefer</b> direct communication.","直接のコミュニケーションを<b>好む</b>人が多い。"
"I would <b>prefer</b> an earlier meeting.","会議はもっと早い時間が<b>良い</b>です。"

"We will <b>determine</b> the cause by testing.","テストで原因を<b>特定</b>する。"
"She <b>determined</b> to try again.","彼女は再挑戦を<b>決意</b>した。"
"The committee <b>determined</b> the rules.","委員会は規則を<b>決定</b>した。"
"We can't <b>determine</b> distance by sight alone.","目視だけでは距離を<b>正確に知</b>れない。"

"Doctors <b>treat</b> patients with care.","医師は患者を丁寧に<b>治療</b>する。"
"Please <b>treat</b> others with respect.","他人を敬意をもって<b>扱っ</b>てください。"
"He <b>treated</b> us to lunch.","彼は私たちに昼食を<b>おごっ</b>てくれた。"
"We <b>treated</b> the wood to prevent rot.","腐敗防止のため木材を<b>処理</b>した。"

"We must <b>prove</b> the hypothesis.","仮説を<b>証明</b>しなければならない。"
"Her innocence was <b>proved</b> in court.","彼女の無罪が法廷で<b>証明</b>された。"
"It <b>proved</b> difficult to reach consensus.","合意に達するのは<b>判明</b>して難しかった。"
"The test <b>proved</b> the machine works.","テストで機械が動くことが<b>証明</b>された。"

"Please <b>apply</b> the cream twice a day.","クリームを1日2回<b>塗っ</b>てください。"
"She <b>applied</b> for the scholarship.","彼女は奨学金に<b>申し込ん</b>だ。"
"We <b>applied</b> the rule to all cases.","その規則を全ての事例に<b>適用</b>した。"
"This skill <b>applies</b> to many jobs.","この技能は多くの仕事に<b>適用</b>できる。"

"He <b>mentioned</b> your name in the meeting.","会議で彼はあなたの名前に<b>言及</b>した。"
"Please don't <b>mention</b> the price yet.","まだ価格に<b>触れ</b>ないでください。"
"As I <b>mentioned</b> earlier, we start at ten.","先ほど<b>述べ</b>たように、開始は10時です。"
"The report <b>mentions</b> several risks.","その報告書は複数のリスクに<b>言及</b>している。"

"We <b>communicate</b> daily by chat.","私たちは毎日チャットで<b>情報交換</b>する。"
"She <b>communicated</b> her needs clearly.","彼女は必要事項を明確に<b>伝え</b>た。"
"The two devices <b>communicate</b> over Wi-Fi.","その2つの装置はWi-Fiで<b>通信</b>する。"
"Please <b>communicate</b> any changes in advance.","変更は事前に<b>伝達</b>してください。"

"This box <b>contains</b> fragile items.","この箱には壊れやすい物が<b>入っ</b>ている。"
"Water <b>contains</b> minerals.","水にはミネラルが<b>含まれ</b>ている。"
"He could not <b>contain</b> his excitement.","彼は興奮を<b>抑え</b>られなかった。"
"The folder <b>contains</b> your documents.","そのフォルダにはあなたの書類が<b>含ま</b>れている。"

"Please <b>contact</b> me by email.","メールで<b>連絡</b>してください。"
"We finally made <b>contact</b> with the team.","ついにチームと<b>接触</b>できた。"
"He <b>contacted</b> customer support.","彼はカスタマーサポートに<b>連絡</b>した。"
"The surfaces <b>contact</b> at two points.","その表面は2点で<b>接触</b>する。"

"We <b>regard</b> safety as our top priority.","安全を最優先と<b>見な</b>す。"
"How do you <b>regard</b> this plan?","この計画をどう<b>評価</b>しますか。"
"He <b>regarded</b> the painting closely.","彼はその絵を注意深く<b>見</b>た。"
"She is held in high <b>regard</b>.","彼女は高く<b>評価</b>されている。"

"We <b>respect</b> different opinions.","異なる意見を<b>尊重</b>する。"
"I <b>respect</b> her as a leader.","彼女をリーダーとして<b>尊敬</b>している。"
"Please <b>respect</b> the rules.","規則を<b>守っ</b>てください。"
"He gained <b>respect</b> through honesty.","彼は誠実さで<b>尊敬</b>を得た。"

"We <b>search</b> the database every morning.","毎朝データベースを<b>検索</b>する。"
"Police <b>searched</b> the house.","警察はその家を<b>捜索</b>した。"
"She <b>searched</b> her bag for keys.","彼女は鍵を探してバッグを<b>探っ</b>た。"
"Let's <b>search</b> for a better method.","もっと良い方法を<b>探</b>そう。"

"We <b>connect</b> sensors to the controller.","センサーをコントローラーに<b>接続</b>する。"
"The story <b>connects</b> to our theme.","その話は私たちのテーマに<b>関連</b>している。"
"Two cities are <b>connected</b> by rail.","2つの都市は鉄道で<b>結ば</b>れている。"
"Her ideas <b>connect</b> across fields.","彼女のアイデアは分野を越えて<b>つながり</b>がある。"

"Sales <b>declined</b> slightly last month.","先月売上がわずかに<b>減少</b>した。"
"He politely <b>declined</b> the invitation.","彼は丁寧に招待を<b>断っ</b>た。"
"The town is <b>declining</b> slowly.","その町はゆっくり<b>衰退</b>している。"
"We must <b>decline</b> the offer this time.","今回は申し出を<b>辞退</b>しなければならない。"

"Good habits <b>prevent</b> accidents.","良い習慣は事故を<b>防</b>ぐ。"
"The fence <b>prevents</b> animals from entering.","そのフェンスは動物が入るのを<b>防ぐ</b>。"
"We <b>prevented</b> a major failure.","大きな故障を<b>防い</b>だ。"
"Regular backups <b>prevent</b> data loss.","定期的なバックアップはデータ損失を<b>防ぐ</b>。"

"Many people <b>suffer</b> from allergies.","多くの人がアレルギーに<b>苦しん</b>でいる。"
"He <b>suffered</b> a minor injury.","彼は軽い怪我を<b>負っ</b>た。"
"We <b>suffered</b> delays due to traffic.","交通のため<b>遅延</b>を経験した。"
"She does not need to <b>suffer</b> alone.","彼女は一人で<b>苦しむ</b>必要はない。"

"Only a few <b>survive</b> in harsh winters.","厳しい冬に<b>生き延び</b>るのはわずかだ。"
"He <b>survived</b> the accident.","彼はその事故を<b>生き残っ</b>た。"
"Startups that <b>survive</b> often grow fast.","<b>生き残る</b>スタートアップは急成長することが多い。"
"The species <b>survived</b> for centuries.","その種は何世紀も<b>存続</b>した。"

"They <b>publish</b> findings in top journals.","彼らは成果を一流誌に<b>出版</b>する。"
"The author <b>published</b> her first novel.","その作家は初めての小説を<b>出版</b>した。"
"Results will be <b>published</b> next week.","結果は来週<b>公表</b>される。"
"Please <b>publish</b> the updated schedule.","更新された予定表を<b>公表</b>してください。"

"This is a great <b>opportunity</b> to learn.","これは学ぶ絶好の<b>機会</b>だ。"
"We seized the <b>opportunity</b> to expand.","私たちは拡大の<b>機会</b>をつかんだ。"
"He missed the <b>opportunity</b> to apply.","彼は応募の<b>機会</b>を逃した。"
"The program offers equal <b>opportunities</b>.","そのプログラムは平等な<b>機会</b>を提供する。"

"Finish the <b>task</b> by noon.","正午までに<b>作業</b>を終えなさい。"
"This <b>task</b> requires attention to detail.","この<b>課題</b>は細部への注意が必要だ。"
"We split the <b>tasks</b> among the team.","チームで<b>タスク</b>を分担した。"
"She completed a difficult <b>task</b>.","彼女は難しい<b>仕事</b>をやり遂げた。"

"The <b>industry</b> is growing rapidly.","その<b>産業</b>は急速に成長している。"
"He values <b>industry</b> in his staff.","彼は部下の<b>勤勉</b>を重んじる。"
"The tech <b>industry</b> faces challenges.","技術<b>産業</b>は課題に直面している。"
"Automotive <b>industry</b> jobs are changing.","自動車<b>産業</b>の仕事は変化している。"

"Social media is a new <b>medium</b>.","SNSは新しい<b>媒体</b>だ。"
"We used a glass <b>medium</b> for culture.","培養にガラスの<b>媒体</b>を使った。"
"Art is a powerful <b>medium</b> for change.","芸術は変化のための強力な<b>手段</b>だ。"
"Choose the right <b>medium</b> for your message.","メッセージに適切な<b>媒体</b>を選びなさい。"

"The <b>economy</b> recovered this year.","今年<b>経済</b>が回復した。"
"We must practice <b>economy</b> at home.","家庭で<b>節約</b>を実践しなければならない。"
"A regional <b>economy</b> depends on tourism.","地域<b>経済圏</b>は観光に依存する。"
"The global <b>economy</b> is uncertain.","世界<b>経済</b>は不確実だ。"

"The new <b>policy</b> reduces paperwork.","新しい<b>政策</b>は文書作業を減らす。"
"Company <b>policy</b> forbids sharing passwords.","会社の<b>方針</b>はパスワード共有を禁じている。"
"His <b>policy</b> is to reply within a day.","彼の<b>主義</b>は1日以内に返信することだ。"
"We reviewed the privacy <b>policy</b>.","プライバシー<b>方針</b>を見直した。"

"Please give a clear <b>account</b> of events.","出来事の明確な<b>説明</b>をしてください。"
"Open a savings <b>account</b> online.","オンラインで貯蓄<b>口座</b>を開設しなさい。"
"The <b>account</b> shows a negative balance.","その<b>勘定</b>は残高がマイナスだ。"
"I read his travel <b>account</b>.","彼の旅行<b>記録</b>を読んだ。"

"They work in international <b>trade</b>.","彼らは国際<b>貿易</b>に従事している。"
"Local <b>trade</b> has increased.","地域の<b>商売</b>が増えている。"
"We <b>traded</b> ideas during the meeting.","会議でアイデアを<b>交換</b>した。"
"The firm <b>trades</b> with Asia.","その会社はアジアと<b>取引</b>している。"

"This <b>model</b> explains customer behavior.","この<b>モデル</b>は顧客行動を説明する。"
"She is a fashion <b>model</b>.","彼女はファッション<b>モデル</b>だ。"
"We built a <b>model</b> of the bridge.","橋の<b>模型</b>を作った。"
"Follow this <b>model</b> for success.","成功の<b>型</b>としてこれに従いなさい。"

"Check the final <b>figure</b> carefully.","最終<b>数字</b>を注意深く確認しなさい。"
"A famous <b>figure</b> visited the school.","有名な<b>人物</b>がその学校を訪れた。"
"Study the <b>figure</b> in the report.","報告の<b>図表</b>を確認しなさい。"
"She has a graceful <b>figure</b>.","彼女は優雅な<b>姿</b>をしている。"

"A human <b>cell</b> divides rapidly.","ヒト<b>細胞</b>は急速に分裂する。"
"He was kept in a prison <b>cell</b>.","彼は刑務所の<b>独房</b>に収容された。"
"Replace the battery <b>cell</b>.","バッテリー<b>電池</b>を交換しなさい。"
"Your phone <b>cell</b> signal is weak.","携帯の<b>電波</b>が弱い。"

"Improve your brand <b>image</b>.","ブランド<b>イメージ</b>を改善しなさい。"
"The statue reflects her <b>image</b>.","その像は彼女の<b>像</b>を映す。"
"Send a high-resolution <b>image</b>.","高解像度の<b>画像</b>を送ってください。"
"The scandal hurt his public <b>image</b>.","その不祥事は彼の<b>印象</b>を損なった。"

"He couldn't hide his <b>emotion</b>.","彼は<b>感情</b>を隠せなかった。"
"The movie stirred strong <b>emotions</b>.","その映画は強い<b>感動</b>を呼び起こした。"
"Recognize your <b>emotions</b> to manage stress.","ストレス管理には自分の<b>感情</b>を認識することが役立つ。"
"Fear is a basic <b>emotion</b>.","恐怖は基本的な<b>情動</b>だ。"

"Too much <b>stress</b> affects health.","過度の<b>ストレス</b>は健康に影響する。"
"We measured mechanical <b>stress</b>.","機械的<b>圧力</b>を測定した。"
"Managers often <b>stress</b> teamwork.","管理職はしばしばチームワークを<b>強調</b>する。"
"Reduce <b>stress</b> with exercise.","運動で<b>ストレス</b>を減らしなさい。"

"A <b>decade</b> of effort paid off.","<b>10年間</b>の努力が実を結んだ。"
"The project lasted a <b>decade</b>.","そのプロジェクトは<b>10年間</b>続いた。"
"In the past <b>decade</b>, technology surged.","過去<b>10年間</b>で技術は急成長した。"
"He worked there for a <b>decade</b>.","彼はそこで<b>10年間</b>働いた。"

"Our products cover a wide <b>range</b>.","当社製品は広い<b>範囲</b>を網羅する。"
"The mountain's <b>range</b> is long.","その山の<b>山脈</b>は長い。"
"Set the temperature <b>range</b> carefully.","温度<b>範囲</b>を慎重に設定しなさい。"
"Prices <b>range</b> from $10 to $50.","価格は10ドルから50ドルまで<b>及ぶ</b>。"

"Her <b>character</b> is kind and brave.","彼女の<b>性格</b>は優しくて勇敢だ。"
"The novel's main <b>character</b> is a doctor.","その小説の主人公という<b>登場人物</b>は医者だ。"
"The company has a unique <b>character</b>.","その会社は独特の<b>特質</b>を持つ。"
"Write the Chinese <b>characters</b> neatly.","漢字の<b>文字</b>を丁寧に書きなさい。"

"What's the <b>advantage</b> of this plan?","この計画の<b>利点</b>は何ですか。"
"Our team has an <b>advantage</b>.","私たちのチームは<b>優勢</b>だ。"
"Use this tool to gain a slight <b>advantage</b>.","このツールで少しの<b>有利</b>を得なさい。"
"They took <b>advantage</b> of the gap.","彼らはその隙を<b>利用</b>した。"

"Memorize useful English <b>phrases</b>.","役立つ英語の<b>句</b>を覚えなさい。"
"This <b>phrase</b> sounds polite.","この<b>成句</b>は丁寧に聞こえる。"
"He disliked her choice of <b>phrases</b>.","彼は彼女の<b>言葉遣い</b>が気に入らなかった。"
"Explain the <b>phrase</b> in context.","文脈の中でその<b>表現</b>を説明しなさい。"

"The storm caused serious <b>damage</b>.","その嵐は深刻な<b>損害</b>を引き起こした。"
"The machine has minor <b>damage</b>.","その機械には軽い<b>損傷</b>がある。"
"We paid <b>damages</b> after the trial.","裁判後に<b>損害賠償金</b>を支払った。"
"Don't <b>damage</b> the equipment.","機器を<b>損傷</b>しないで。"

"The policy had a big <b>impact</b>.","その政策は大きな<b>影響</b>を与えた。"
"The car survived the <b>impact</b>.","その車は<b>衝突</b>に耐えた。"
"They felt the <b>impact</b> of the change.","彼らは変化の<b>衝撃</b>を感じた。"
"We <b>impacted</b> the schedule slightly.","私たちは予定に少し<b>影響</b>を与えた。"

"Choose the right <b>method</b>.","適切な<b>方法</b>を選びなさい。"
"She likes the scientific <b>method</b>.","彼女は科学的<b>体系</b>が好きだ。"
"Keep your work in good <b>order</b> and <b>method</b>.","仕事は秩序と<b>方法</b>を保ちなさい。"
"Our <b>method</b> is efficient.","私たちの<b>方法</b>は効率的だ。"

"Protect natural <b>resources</b>.","自然<b>資源</b>を保護しなさい。"
"We lack financial <b>resources</b>.","私たちは資金<b>資源</b>が不足している。"
"Her <b>resource</b> is creativity.","彼女の<b>才覚</b>は創造性だ。"
"Use all available <b>resources</b>.","利用可能な<b>資源</b>をすべて使いなさい。"

"The <b>region</b> is famous for wine.","その<b>地域</b>はワインで有名だ。"
"Pain appears in the lower <b>region</b>.","痛みは下腹部の<b>部位</b>に現れる。"
"We will visit the coastal <b>region</b>.","沿岸<b>地域</b>を訪れる予定だ。"
"Study the brain <b>regions</b>.","脳の<b>領域</b>を学びなさい。"
"Modern <b>medicine</b> saves many lives.","現代<b>医学</b>は多くの命を救う。"
"Take the <b>medicine</b> after meals.","食後に<b>薬</b>を飲みなさい。"
"She studies sports <b>medicine</b>.","彼女はスポーツ<b>医学</b>を研究している。"
"The doctor prescribed a liquid <b>medicine</b>.","医者は液体の<b>薬</b>を処方した。"

"Provide more <b>detail</b> in the report.","報告書にさらに<b>詳細</b>を記載しなさい。"
"I like the <b>details</b> of this design.","このデザインの<b>細部</b>が気に入っている。"
"He asked for <b>details</b> about the plan.","彼は計画の<b>詳細な情報</b>を求めた。"
"We discussed the <b>detail</b> quietly.","私たちはその<b>細部</b>を静かに話し合った。"

"The phone’s main <b>feature</b> is its camera.","その携帯の主な<b>特徴</b>はカメラだ。"
"She has a kind facial <b>feature</b>.","彼女は優しい<b>顔つき</b>をしている。"
"This magazine has a special <b>feature</b> on AI.","この雑誌はAIの特集<b>記事</b>がある。"
"We will <b>feature</b> local artists.","地元のアーティストを<b>特集</b>する。"

"This tool has a useful <b>function</b>.","このツールには便利な<b>機能</b>がある。"
"Learn the <b>function</b> of the heart.","心臓の<b>機能</b>を学びなさい。"
"Use the math <b>function</b> to calculate.","計算には数学の<b>関数</b>を使いなさい。"
"The device does not <b>function</b> properly.","その装置は正常に<b>作動</b>しない。"

"We need <b>access</b> to the server.","サーバーへの<b>アクセス</b>が必要だ。"
"Only members have <b>access</b> rights.","会員だけが<b>入手</b>権限を持つ。"
"The path allows easy <b>access</b>.","その小道は簡単な<b>接近</b>を可能にする。"
"They improved <b>access</b> for users.","彼らはユーザーの<b>アクセス</b>性を改善した。"

